"NPI","State","total_synthetic","total_opioids","percent_synthetic","percent_deaths"
"1598928822","CA","73","90","0.8111111111111111","0.00011794162977175439"
"1598931750","NJ","0","19","0","0.0001407969737977169"
"1598933921","CA","11","54","0.2037037037037037","0.00011794162977175439"
"1598934788","CA","61","61","1","0.00011794162977175439"
"1598936841","CA","0","45","0","0.00011794162977175439"
"1598937070","PA","0","64","0","0.00021387525921219534"
"1598950545","AK","0","17","0","0.00016867718994683948"
"1598952160","FL","19","54","0.35185185185185186","0.0001347117506083509"
"1598956229","FL","27","49","0.5510204081632653","0.0001347117506083509"
"1598958282","IL","12","43","0.27906976744186046","0.00013235383731035268"
"1598960544","OK","0","19","0","0.00020178841147591733"
"1598962581","MO","343","1828","0.187636761487965","0.00017653372149795232"
"1598962953","IA","0","21","0","8.542539256850857e-05"
"1598971137","IL","69","251","0.2749003984063745","0.00013235383731035268"
"1598980849","FL","0","25","0","0.0001347117506083509"
"1598981615","NY","0","0","0","0.00011704163328647767"
"1598982316","KS","0","49","0","0.00011472181514790993"
"1598989196","NC","0","23","0","0.00013789517935512173"
"1598993016","GA","0","0","0","0.000120694540033208"
"1598993065","KS","52","95","0.5473684210526316","0.00011472181514790993"
"1598996647","TX","0","0","0","9.83432025015849e-05"
"1598998353","AR","26","320","0.08125","0.00012029575183662215"
"1609000850","KY","0","13","0","0.00024503474738328144"
"1609004746","LA","0","11","0","0.00016798292930231954"
"1609005453","PA","0","13","0","0.00021387525921219534"
"1609006410","AR","0","0","0","0.00012029575183662215"
"1609008069","GA","113","179","0.6312849162011173","0.000120694540033208"
"1609022847","TX","55","144","0.3819444444444444","9.83432025015849e-05"
"1609028042","CA","0","159","0","0.00011794162977175439"
"1609028612","TX","0","59","0","9.83432025015849e-05"
"1609033232","NH","0","13","0","0.0002523689815853759"
"1609035807","WY","25","59","0.423728813559322","0.00018707372077616716"
"1609043355","CA","17","138","0.12318840579710146","0.00011794162977175439"
"1609043827","IN","160","395","0.4050632911392405","0.00017836211832104634"
"1609044494","MN","38","63","0.6031746031746031","9.538076666211594e-05"
"1609051861","PA","148","330","0.4484848484848485","0.00021387525921219534"
"1609062892","FL","36","81","0.4444444444444444","0.0001347117506083509"
"1609063734","AZ","0","56","0","0.00018274765551810394"
"1609075126","AZ","0","0","0","0.00018274765551810394"
"1609076934","OH","65","370","0.17567567567567569","0.00023714852065646582"
"1609084664","PA","0","0","0","0.00021387525921219534"
"1609087832","HI","35","136","0.25735294117647056","0.00011181906109024297"
"1609090208","IL","0","30","0","0.00013235383731035268"
"1609092626","TN","0","13","0","0.00019535164681900091"
"1609093285","FL","0","0","0","0.0001347117506083509"
"1609101583","OK","178","463","0.38444924406047515","0.00020178841147591733"
"1609103035","MN","20","42","0.47619047619047616","9.538076666211594e-05"
"1609112523","IL","0","12","0","0.00013235383731035268"
"1609130921","CA","0","12","0","0.00011794162977175439"
"1609137637","TX","0","52","0","9.83432025015849e-05"
"1609161439","CA","0","104","0","0.00011794162977175439"
"1609164458","MD","0","22","0","0.00018047454347530552"
"1609168970","MD","0","0","0","0.00018047454347530552"
"1609182286","KY","0","11","0","0.00024503474738328144"
"1609184027","TX","104","187","0.5561497326203209","9.83432025015849e-05"
"1609188432","OH","0","70","0","0.00023714852065646582"
"1609188713","AK","31","49","0.6326530612244898","0.00016867718994683948"
"1609197722","OH","0","31","0","0.00023714852065646582"
"1609202928","IN","0","55","0","0.00017836211832104634"
"1609211101","IL","0","41","0","0.00013235383731035268"
"1609217660","MI","0","18","0","0.00017805853942278718"
"1609293463","AL","19","19","1","0.0001495741790694624"
"1609801380","WI","101","407","0.24815724815724816","0.00014853606648982808"
"1609801687","FL","28","104","0.2692307692307692","0.0001347117506083509"
"1609802552","CA","0","37","0","0.00011794162977175439"
"1609804087","PA","183","447","0.40939597315436244","0.00021387525921219534"
"1609804913","TX","36","421","0.0855106888361045","9.83432025015849e-05"
"1609806363","VA","66","156","0.4230769230769231","0.00011863825078794562"
"1609806835","CA","12","12","1","0.00011794162977175439"
"1609808450","MS","0","196","0","0.00011232923699362832"
"1609809185","TX","0","0","0","9.83432025015849e-05"
"1609809250","MI","0","40","0","0.00017805853942278718"
"1609810449","NJ","64","216","0.2962962962962963","0.0001407969737977169"
"1609814169","TX","0","35","0","9.83432025015849e-05"
"1609815091","AL","16","137","0.11678832116788321","0.0001495741790694624"
"1609820604","RI","0","0","0","0.00023490006286191965"
"1609820901","FL","0","52","0","0.0001347117506083509"
"1609821826","WI","51","388","0.13144329896907217","0.00014853606648982808"
"1609822949","PA","0","13","0","0.00021387525921219534"
"1609826668","CT","36","81","0.4444444444444444","0.00017324419923917154"
"1609830397","MI","24","107","0.22429906542056074","0.00017805853942278718"
"1609831361","TX","0","18","0","9.83432025015849e-05"
"1609831684","PA","0","41","0","0.00021387525921219534"
"1609831783","AZ","0","30","0","0.00018274765551810394"
"1609833409","AZ","19","168","0.1130952380952381","0.00018274765551810394"
"1609836477","MI","21","119","0.17647058823529413","0.00017805853942278718"
"1609836667","MD","0","116","0","0.00018047454347530552"
"1609840941","FL","20","226","0.08849557522123894","0.0001347117506083509"
"1609841279","KY","0","18","0","0.00024503474738328144"
"1609841618","FL","0","54","0","0.0001347117506083509"
"1609843358","FL","40","40","1","0.0001347117506083509"
"1609844208","MI","19","294","0.06462585034013606","0.00017805853942278718"
"1609844703","OK","99","1148","0.08623693379790941","0.00020178841147591733"
"1609847748","WI","27","209","0.1291866028708134","0.00014853606648982808"
"1609848118","NM","18","86","0.20930232558139536","0.0002623140124117208"
"1609850700","CA","131","208","0.6298076923076923","0.00011794162977175439"
"1609850957","IL","0","15","0","0.00013235383731035268"
"1609852680","TN","0","42","0","0.00019535164681900091"
"1609852789","WA","44","74","0.5945945945945946","0.00014043078254228773"
"1609853720","LA","11","64","0.171875","0.00016798292930231954"
"1609854215","MA","0","23","0","0.0001925943368598965"
"1609855337","GA","0","52","0","0.000120694540033208"
"1609855410","OK","0","43","0","0.00020178841147591733"
"1609856475","AZ","11","91","0.12087912087912088","0.00018274765551810394"
"1609859420","NY","0","95","0","0.00011704163328647767"
"1609859487","VA","20","57","0.3508771929824561","0.00011863825078794562"
"1609860709","CA","0","62","0","0.00011794162977175439"
"1609863000","KS","0","30","0","0.00011472181514790993"
"1609863042","UT","0","59","0","0.00020786853056598153"
"1609863281","IL","0","128","0","0.00013235383731035268"
"1609865435","IA","217","442","0.49095022624434387","8.542539256850857e-05"
"1609866201","MN","109","349","0.3123209169054441","9.538076666211594e-05"
"1609867829","AZ","0","77","0","0.00018274765551810394"
"1609869270","PA","16","16","1","0.00021387525921219534"
"1609872720","SC","16","207","0.07729468599033816","0.00014681123279758752"
"1609874189","IA","0","51","0","8.542539256850857e-05"
"1609875970","TX","173","1342","0.12891207153502235","9.83432025015849e-05"
"1609876283","TX","93","325","0.28615384615384615","9.83432025015849e-05"
"1609876747","MA","18","49","0.3673469387755102","0.0001925943368598965"
"1609876804","FL","30","48","0.625","0.0001347117506083509"
"1609877885","NY","17","172","0.09883720930232558","0.00011704163328647767"
"1609878461","TX","12","24","0.5","9.83432025015849e-05"
"1609881440","LA","12","136","0.08823529411764706","0.00016798292930231954"
"1609889377","VT","0","18","0","0.00013245455851140225"
"1609891050","VA","13","13","1","0.00011863825078794562"
"1609891373","MO","0","13","0","0.00017653372149795232"
"1609891613","NC","94","649","0.1448382126348228","0.00013789517935512173"
"1609892595","FL","0","17","0","0.0001347117506083509"
"1609892660","CA","113","491","0.23014256619144602","0.00011794162977175439"
"1609895275","FL","12","138","0.08695652173913043","0.0001347117506083509"
"1609895366","CT","13","226","0.05752212389380531","0.00017324419923917154"
"1609895374","HI","11","45","0.24444444444444444","0.00011181906109024297"
"1609927003","MA","0","12","0","0.0001925943368598965"
"1609927342","LA","13","13","1","0.00016798292930231954"
"1609927920","MD","0","11","0","0.00018047454347530552"
"1609929447","NC","0","25","0","0.00013789517935512173"
"1609932128","KY","0","46","0","0.00024503474738328144"
"1609943703","NC","0","70","0","0.00013789517935512173"
"1609944396","MI","29","267","0.10861423220973783","0.00017805853942278718"
"1609947241","PA","0","0","0","0.00021387525921219534"
"1609949569","KS","0","0","0","0.00011472181514790993"
"1609953140","MD","26","177","0.14689265536723164","0.00018047454347530552"
"1609958115","NC","0","24","0","0.00013789517935512173"
"1609958289","CA","52","124","0.41935483870967744","0.00011794162977175439"
"1609960079","WA","0","0","0","0.00014043078254228773"
"1609961580","NC","0","17","0","0.00013789517935512173"
"1609962026","CA","141","382","0.36910994764397903","0.00011794162977175439"
"1609965409","NY","13","114","0.11403508771929824","0.00011704163328647767"
"1609969468","NE","24","24","1","6.689800890118148e-05"
"1609970938","OH","0","15","0","0.00023714852065646582"
"1609970979","IN","0","274","0","0.00017836211832104634"
"1609972959","MO","0","11","0","0.00017653372149795232"
"1609973650","TX","0","20","0","9.83432025015849e-05"
"1609975358","TX","0","0","0","9.83432025015849e-05"
"1609980135","MA","51","321","0.1588785046728972","0.0001925943368598965"
"1609982248","CA","0","38","0","0.00011794162977175439"
"1609987213","NJ","0","46","0","0.0001407969737977169"
"1609988039","PA","0","36","0","0.00021387525921219534"
"1609989268","ND","12","36","0.3333333333333333","5.9442101319752885e-05"
"1609989961","OK","0","28","0","0.00020178841147591733"
"1609998707","MI","0","18","0","0.00017805853942278718"
"1619014420","NY","48","211","0.22748815165876776","0.00011704163328647767"
"1619019353","WA","0","92","0","0.00014043078254228773"
"1619021268","TX","0","67","0","9.83432025015849e-05"
"1619024494","WI","15","143","0.1048951048951049","0.00014853606648982808"
"1619025376","KY","0","0","0","0.00024503474738328144"
"1619028768","WI","0","22","0","0.00014853606648982808"
"1619029865","PA","0","38","0","0.00021387525921219534"
"1619029907","CA","0","38","0","0.00011794162977175439"
"1619032315","MA","77","126","0.6111111111111112","0.0001925943368598965"
"1619035573","MD","14","57","0.24561403508771928","0.00018047454347530552"
"1619041415","TX","61","219","0.2785388127853881","9.83432025015849e-05"
"1619043528","NY","0","0","0","0.00011704163328647767"
"1619049012","CA","0","18","0","0.00011794162977175439"
"1619056421","NY","0","0","0","0.00011704163328647767"
"1619056439","LA","0","91","0","0.00016798292930231954"
"1619057247","NY","0","0","0","0.00011704163328647767"
"1619059920","NY","0","90","0","0.00011704163328647767"
"1619060183","NY","15","15","1","0.00011704163328647767"
"1619062353","KS","11","26","0.4230769230769231","0.00011472181514790993"
"1619063187","IL","0","16","0","0.00013235383731035268"
"1619063781","OK","0","12","0","0.00020178841147591733"
"1619066958","NY","0","0","0","0.00011704163328647767"
"1619068038","IL","0","0","0","0.00013235383731035268"
"1619068079","NY","0","0","0","0.00011704163328647767"
"1619073863","CA","0","13","0","0.00011794162977175439"
"1619074614","FL","0","16","0","0.0001347117506083509"
"1619078656","CO","0","23","0","0.00017064111137284096"
"1619078797","KS","21","424","0.049528301886792456","0.00011472181514790993"
"1619081023","FL","287","1104","0.259963768115942","0.0001347117506083509"
"1619082872","TX","13","100","0.13","9.83432025015849e-05"
"1619083565","MA","0","145","0","0.0001925943368598965"
"1619088390","MO","59","59","1","0.00017653372149795232"
"1619088606","LA","0","11","0","0.00016798292930231954"
"1619091063","UT","191","398","0.4798994974874372","0.00020786853056598153"
"1619094208","CA","0","35","0","0.00011794162977175439"
"1619099959","IL","0","49","0","0.00013235383731035268"
"1619100484","IN","72","284","0.2535211267605634","0.00017836211832104634"
"1619105608","CA","0","17","0","0.00011794162977175439"
"1619107364","WA","59","525","0.11238095238095239","0.00014043078254228773"
"1619108347","NJ","11","29","0.3793103448275862","0.0001407969737977169"
"1619109196","MA","0","12","0","0.0001925943368598965"
"1619109402","OH","34","74","0.4594594594594595","0.00023714852065646582"
"1619110152","LA","0","16","0","0.00016798292930231954"
"1619111747","TX","0","19","0","9.83432025015849e-05"
"1619112042","NY","0","0","0","0.00011704163328647767"
"1619120557","FL","0","0","0","0.0001347117506083509"
"1619124989","OK","0","17","0","0.00020178841147591733"
"1619135282","GA","52","52","1","0.000120694540033208"
"1619141108","LA","0","0","0","0.00016798292930231954"
"1619141363","TX","0","19","0","9.83432025015849e-05"
"1619152113","CA","543","1023","0.530791788856305","0.00011794162977175439"
"1619156890","NM","127","366","0.3469945355191257","0.0002623140124117208"
"1619159779","DE","0","0","0","0.00020415901070376527"
"1619162997","ME","0","23","0","0.00016261362250452081"
"1619170032","MA","0","39","0","0.0001925943368598965"
"1619174422","NV","0","62","0","0.00019533098028196475"
"1619175627","TX","14","169","0.08284023668639054","9.83432025015849e-05"
"1619176955","NC","0","0","0","0.00013789517935512173"
"1619179389","OK","0","65","0","0.00020178841147591733"
"1619182888","DE","104","204","0.5098039215686274","0.00020415901070376527"
"1619192622","TN","25","61","0.4098360655737705","0.00019535164681900091"
"1619196391","MI","24","160","0.15","0.00017805853942278718"
"1619198157","IL","17","112","0.15178571428571427","0.00013235383731035268"
"1619206224","TX","0","0","0","9.83432025015849e-05"
"1619210523","CA","0","29","0","0.00011794162977175439"
"1619221165","MS","0","32","0","0.00011232923699362832"
"1619222742","CA","78","132","0.5909090909090909","0.00011794162977175439"
"1619224896","WA","18","101","0.1782178217821782","0.00014043078254228773"
"1619232089","IL","0","16","0","0.00013235383731035268"
"1619233103","NH","12","12","1","0.0002523689815853759"
"1619233806","WV","0","23","0","0.000338132258788203"
"1619236619","FL","18","18","1","0.0001347117506083509"
"1619238359","SC","0","11","0","0.00014681123279758752"
"1619241551","OR","0","24","0","0.00013282223067557407"
"1619243102","OH","0","20","0","0.00023714852065646582"
"1619248135","NY","0","0","0","0.00011704163328647767"
"1619260551","AZ","0","31","0","0.00018274765551810394"
"1619261369","IN","43","109","0.3944954128440367","0.00017836211832104634"
"1619262854","MN","0","0","0","9.538076666211594e-05"
"1619271780","MD","0","24","0","0.00018047454347530552"
"1619279775","OH","17","54","0.3148148148148148","0.00023714852065646582"
"1619281631","CA","63","111","0.5675675675675675","0.00011794162977175439"
"1619282597","IL","14","137","0.10218978102189781","0.00013235383731035268"
"1619285905","IL","0","19","0","0.00013235383731035268"
"1619287596","NC","0","36","0","0.00013789517935512173"
"1619292745","UT","0","21","0","0.00020786853056598153"
"1619292943","MA","26","81","0.32098765432098764","0.0001925943368598965"
"1619294576","WI","0","23","0","0.00014853606648982808"
"1619300290","NY","0","20","0","0.00011704163328647767"
"1619311040","WI","0","28","0","0.00014853606648982808"
"1619316056","OH","0","80","0","0.00023714852065646582"
"1619901154","WI","0","136","0","0.00014853606648982808"
"1619904273","CA","11","81","0.13580246913580246","0.00011794162977175439"
"1619904513","OK","12","43","0.27906976744186046","0.00020178841147591733"
"1619905999","ID","0","44","0","0.00013150255313447502"
"1619909793","MI","16","186","0.08602150537634409","0.00017805853942278718"
"1619910478","MS","20","145","0.13793103448275862","0.00011232923699362832"
"1619913654","FL","0","0","0","0.0001347117506083509"
"1619915899","AZ","86","702","0.1225071225071225","0.00018274765551810394"
"1619915998","ND","0","0","0","5.9442101319752885e-05"
"1619916442","OH","0","0","0","0.00023714852065646582"
"1619920097","MO","0","13","0","0.00017653372149795232"
"1619920444","CA","13","13","1","0.00011794162977175439"
"1619921608","MA","107","947","0.11298838437170011","0.0001925943368598965"
"1619922135","IL","118","512","0.23046875","0.00013235383731035268"
"1619922465","IA","67","454","0.14757709251101322","8.542539256850857e-05"
"1619924669","AZ","0","25","0","0.00018274765551810394"
"1619925187","KY","0","145","0","0.00024503474738328144"
"1619925286","CA","0","141","0","0.00011794162977175439"
"1619932936","PA","128","275","0.46545454545454545","0.00021387525921219534"
"1619936093","IL","211","797","0.26474278544542035","0.00013235383731035268"
"1619938644","TX","26","45","0.5777777777777777","9.83432025015849e-05"
"1619938677","NM","29","63","0.4603174603174603","0.0002623140124117208"
"1619938784","NY","0","14","0","0.00011704163328647767"
"1619940103","NV","57","223","0.2556053811659193","0.00019533098028196475"
"1619940327","CT","93","283","0.3286219081272085","0.00017324419923917154"
"1619941200","TN","0","26","0","0.00019535164681900091"
"1619945367","FL","392","1270","0.30866141732283464","0.0001347117506083509"
"1619946068","OK","0","20","0","0.00020178841147591733"
"1619946506","MN","54","169","0.31952662721893493","9.538076666211594e-05"
"1619954088","OK","87","762","0.1141732283464567","0.00020178841147591733"
"1619954369","TX","81","150","0.54","9.83432025015849e-05"
"1619957164","IN","23","173","0.1329479768786127","0.00017836211832104634"
"1619959996","FL","60","132","0.45454545454545453","0.0001347117506083509"
"1619960911","NY","39","276","0.14130434782608695","0.00011704163328647767"
"1619961224","NY","41","55","0.7454545454545455","0.00011704163328647767"
"1619962602","AL","33","57","0.5789473684210527","0.0001495741790694624"
"1619965928","FL","0","68","0","0.0001347117506083509"
"1619967387","UT","0","29","0","0.00020786853056598153"
"1619967825","MN","119","311","0.38263665594855306","9.538076666211594e-05"
"1619969177","NY","19","61","0.3114754098360656","0.00011704163328647767"
"1619972155","GA","299","1862","0.16058002148227712","0.000120694540033208"
"1619973633","NC","0","0","0","0.00013789517935512173"
"1619975406","AR","0","92","0","0.00012029575183662215"
"1619975919","CT","0","78","0","0.00017324419923917154"
"1619976123","IN","156","1348","0.11572700296735905","0.00017836211832104634"
"1619978327","KY","0","112","0","0.00024503474738328144"
"1619980810","GA","43","92","0.4673913043478261","0.000120694540033208"
"1619984671","NM","0","38","0","0.0002623140124117208"
"1619986361","NH","0","55","0","0.0002523689815853759"
"1619988029","NE","0","60","0","6.689800890118148e-05"
"1619988862","TX","0","16","0","9.83432025015849e-05"
"1619990348","PA","33","33","1","0.00021387525921219534"
"1619996832","MN","0","14","0","9.538076666211594e-05"
"1619997657","WA","0","0","0","0.00014043078254228773"
"1629002100","NY","0","36","0","0.00011704163328647767"
"1629002142","FL","0","0","0","0.0001347117506083509"
"1629004155","OR","15","302","0.04966887417218543","0.00013282223067557407"
"1629005384","WA","14","61","0.22950819672131148","0.00014043078254228773"
"1629005400","TX","69","205","0.33658536585365856","9.83432025015849e-05"
"1629006705","CA","0","37","0","0.00011794162977175439"
"1629007042","TN","0","0","0","0.00019535164681900091"
"1629007125","WI","173","480","0.36041666666666666","0.00014853606648982808"
"1629010772","TX","0","101","0","9.83432025015849e-05"
"1629011481","NC","0","0","0","0.00013789517935512173"
"1629012927","TN","0","85","0","0.00019535164681900091"
"1629017173","TX","0","0","0","9.83432025015849e-05"
"1629021043","WA","0","17","0","0.00014043078254228773"
"1629025697","TN","0","34","0","0.00019535164681900091"
"1629025879","NE","0","104","0","6.689800890118148e-05"
"1629026638","MA","30","84","0.35714285714285715","0.0001925943368598965"
"1629026984","FL","31","186","0.16666666666666666","0.0001347117506083509"
"1629027453","SC","0","105","0","0.00014681123279758752"
"1629028360","NY","30","76","0.39473684210526316","0.00011704163328647767"
"1629031489","VA","22","22","1","0.00011863825078794562"
"1629033873","WI","206","1754","0.11744583808437856","0.00014853606648982808"
"1629037239","OH","83","278","0.29856115107913667","0.00023714852065646582"
"1629038443","VA","0","0","0","0.00011863825078794562"
"1629046008","NY","0","30","0","0.00011704163328647767"
"1629047782","TN","0","16","0","0.00019535164681900091"
"1629050810","MA","0","0","0","0.0001925943368598965"
"1629054275","NC","51","758","0.06728232189973615","0.00013789517935512173"
"1629055637","NJ","0","272","0","0.0001407969737977169"
"1629056460","SC","0","57","0","0.00014681123279758752"
"1629056528","HI","12","143","0.08391608391608392","0.00011181906109024297"
"1629057690","OK","0","22","0","0.00020178841147591733"
"1629058789","WA","114","322","0.35403726708074534","0.00014043078254228773"
"1629059712","TN","16","16","1","0.00019535164681900091"
"1629060595","FL","0","20","0","0.0001347117506083509"
"1629060785","AL","160","405","0.3950617283950617","0.0001495741790694624"
"1629060918","GA","163","279","0.5842293906810035","0.000120694540033208"
"1629062377","OH","0","18","0","0.00023714852065646582"
"1629062781","MA","38","38","1","0.0001925943368598965"
"1629064001","FL","40","142","0.28169014084507044","0.0001347117506083509"
"1629064605","VA","190","423","0.4491725768321513","0.00011863825078794562"
"1629068226","MD","23","108","0.21296296296296297","0.00018047454347530552"
"1629069604","MI","142","496","0.2862903225806452","0.00017805853942278718"
"1629070792","MO","0","53","0","0.00017653372149795232"
"1629071576","FL","0","12","0","0.0001347117506083509"
"1629072111","IN","0","13","0","0.00017836211832104634"
"1629073598","CO","17","128","0.1328125","0.00017064111137284096"
"1629075007","OK","0","32","0","0.00020178841147591733"
"1629075551","UT","0","15","0","0.00020786853056598153"
"1629077391","NY","16","103","0.1553398058252427","0.00011704163328647767"
"1629079330","NJ","77","95","0.8105263157894737","0.0001407969737977169"
"1629084728","NJ","71","365","0.19452054794520549","0.0001407969737977169"
"1629085964","CA","66","187","0.35294117647058826","0.00011794162977175439"
"1629087168","OH","0","153","0","0.00023714852065646582"
"1629087531","TX","13","43","0.3023255813953488","9.83432025015849e-05"
"1629089511","VA","0","43","0","0.00011863825078794562"
"1629090220","CA","0","53","0","0.00011794162977175439"
"1629090709","CA","0","0","0","0.00011794162977175439"
"1629096003","NY","16","466","0.034334763948497854","0.00011704163328647767"
"1629099304","SC","131","927","0.1413160733549083","0.00014681123279758752"
"1629104427","FL","0","197","0","0.0001347117506083509"
"1629112024","WA","0","103","0","0.00014043078254228773"
"1629115688","MA","0","47","0","0.0001925943368598965"
"1629116488","NC","87","303","0.2871287128712871","0.00013789517935512173"
"1629120811","FL","0","0","0","0.0001347117506083509"
"1629128160","CA","38","133","0.2857142857142857","0.00011794162977175439"
"1629132006","PA","13","87","0.14942528735632185","0.00021387525921219534"
"1629133368","CA","222","356","0.6235955056179775","0.00011794162977175439"
"1629134416","NY","19","30","0.6333333333333333","0.00011704163328647767"
"1629134556","KY","0","21","0","0.00024503474738328144"
"1629140629","AK","20","48","0.4166666666666667","0.00016867718994683948"
"1629143730","MA","19","188","0.10106382978723404","0.0001925943368598965"
"1629144811","MA","0","17","0","0.0001925943368598965"
"1629145933","OR","0","59","0","0.00013282223067557407"
"1629146881","CA","0","57","0","0.00011794162977175439"
"1629147574","KY","36","167","0.2155688622754491","0.00024503474738328144"
"1629147665","NC","0","13","0","0.00013789517935512173"
"1629148986","RI","58","574","0.10104529616724739","0.00023490006286191965"
"1629150511","CA","66","653","0.10107197549770292","0.00011794162977175439"
"1629151501","PA","0","30","0","0.00021387525921219534"
"1629152525","TN","0","44","0","0.00019535164681900091"
"1629153713","PA","18","121","0.1487603305785124","0.00021387525921219534"
"1629153739","NY","61","80","0.7625","0.00011704163328647767"
"1629154851","MO","0","0","0","0.00017653372149795232"
"1629155205","CO","24","24","1","0.00017064111137284096"
"1629158407","NJ","0","0","0","0.0001407969737977169"
"1629159892","NJ","45","167","0.2694610778443114","0.0001407969737977169"
"1629162599","NC","0","80","0","0.00013789517935512173"
"1629163910","NE","12","34","0.35294117647058826","6.689800890118148e-05"
"1629170246","MD","0","25","0","0.00018047454347530552"
"1629177571","MD","0","11","0","0.00018047454347530552"
"1629181862","CA","13","231","0.05627705627705628","0.00011794162977175439"
"1629182621","CA","0","64","0","0.00011794162977175439"
"1629185970","CA","0","15","0","0.00011794162977175439"
"1629187810","MI","15","59","0.2542372881355932","0.00017805853942278718"
"1629197231","NE","0","13","0","6.689800890118148e-05"
"1629200563","PA","21","64","0.328125","0.00021387525921219534"
"1629200969","MA","0","105","0","0.0001925943368598965"
"1629208095","FL","32","32","1","0.0001347117506083509"
"1629221692","TN","197","1602","0.1229712858926342","0.00019535164681900091"
"1629222070","KY","0","37","0","0.00024503474738328144"
"1629222922","IN","0","25","0","0.00017836211832104634"
"1629225404","WA","0","29","0","0.00014043078254228773"
"1629226147","KS","0","31","0","0.00011472181514790993"
"1629236369","ND","0","17","0","5.9442101319752885e-05"
"1629237235","NY","25","92","0.2717391304347826","0.00011704163328647767"
"1629242888","CA","0","14","0","0.00011794162977175439"
"1629243332","OH","0","25","0","0.00023714852065646582"
"1629244959","MO","0","86","0","0.00017653372149795232"
"1629245022","LA","171","171","1","0.00016798292930231954"
"1629264874","PA","12","12","1","0.00021387525921219534"
"1629265657","NJ","0","14","0","0.0001407969737977169"
"1629272901","KY","0","47","0","0.00024503474738328144"
"1629278486","GA","20","120","0.16666666666666666","0.000120694540033208"
"1629278981","NC","0","11","0","0.00013789517935512173"
"1629292883","AR","0","15","0","0.00012029575183662215"
"1629301288","WA","0","24","0","0.00014043078254228773"
"1629309794","VA","0","15","0","0.00011863825078794562"
"1629311451","IL","0","12","0","0.00013235383731035268"
"1629315064","AZ","0","34","0","0.00018274765551810394"
"1629323936","NY","0","20","0","0.00011704163328647767"
"1629325998","SC","33","33","1","0.00014681123279758752"
"1629341458","TX","0","24","0","9.83432025015849e-05"
"1629354121","OR","23","71","0.323943661971831","0.00013282223067557407"
"1629360516","PA","0","0","0","0.00021387525921219534"
"1629361126","NY","0","15","0","0.00011704163328647767"
"1629361340","MS","0","0","0","0.00011232923699362832"
"1629364328","CT","0","0","0","0.00017324419923917154"
"1629379409","CO","28","67","0.417910447761194","0.00017064111137284096"
"1629381314","MN","0","20","0","9.538076666211594e-05"
"1629394754","NY","0","0","0","0.00011704163328647767"
"1629396486","FL","68","198","0.3434343434343434","0.0001347117506083509"
"1629398276","AR","165","669","0.24663677130044842","0.00012029575183662215"
"1629417829","IN","0","16","0","0.00017836211832104634"
"1639101256","VA","0","0","0","0.00011863825078794562"
"1639105182","MD","0","0","0","0.00018047454347530552"
"1639105620","GA","150","169","0.8875739644970414","0.000120694540033208"
"1639107576","TX","11","178","0.06179775280898876","9.83432025015849e-05"
"1639107881","IA","0","25","0","8.542539256850857e-05"
"1639109036","WA","0","14","0","0.00014043078254228773"
"1639109739","MS","85","303","0.28052805280528054","0.00011232923699362832"
"1639110455","AZ","157","2243","0.06999554168524298","0.00018274765551810394"
"1639112873","CA","0","61","0","0.00011794162977175439"
"1639115306","PA","0","15","0","0.00021387525921219534"
"1639116569","NJ","426","1168","0.3647260273972603","0.0001407969737977169"
"1639117245","MS","124","657","0.1887366818873668","0.00011232923699362832"
"1639117344","IL","0","83","0","0.00013235383731035268"
"1639117724","KS","0","70","0","0.00011472181514790993"
"1639118177","CA","84","183","0.45901639344262296","0.00011794162977175439"
"1639118458","PA","212","788","0.26903553299492383","0.00021387525921219534"
"1639119589","MS","56","454","0.12334801762114538","0.00011232923699362832"
"1639121643","FL","31","109","0.28440366972477066","0.0001347117506083509"
"1639124779","NY","0","0","0","0.00011704163328647767"
"1639124985","IL","0","27","0","0.00013235383731035268"
"1639125859","NC","30","75","0.4","0.00013789517935512173"
"1639127335","LA","85","785","0.10828025477707007","0.00016798292930231954"
"1639127756","OH","34","324","0.10493827160493827","0.00023714852065646582"
"1639129711","CA","21","97","0.21649484536082475","0.00011794162977175439"
"1639129828","OH","77","95","0.8105263157894737","0.00023714852065646582"
"1639133838","GA","93","989","0.09403437815975733","0.000120694540033208"
"1639134174","NY","38","99","0.3838383838383838","0.00011704163328647767"
"1639134794","KY","126","677","0.1861152141802068","0.00024503474738328144"
"1639134943","WA","0","38","0","0.00014043078254228773"
"1639135965","OH","122","342","0.3567251461988304","0.00023714852065646582"
"1639137326","PA","0","12","0","0.00021387525921219534"
"1639140718","MS","0","32","0","0.00011232923699362832"
"1639141591","OK","0","16","0","0.00020178841147591733"
"1639141963","TX","12","44","0.2727272727272727","9.83432025015849e-05"
"1639147424","WI","109","268","0.40671641791044777","0.00014853606648982808"
"1639148091","PA","49","151","0.32450331125827814","0.00021387525921219534"
"1639148489","MI","36","197","0.18274111675126903","0.00017805853942278718"
"1639149933","AZ","0","15","0","0.00018274765551810394"
"1639152150","MN","29","29","1","9.538076666211594e-05"
"1639152432","IN","27","53","0.5094339622641509","0.00017836211832104634"
"1639153927","NC","0","0","0","0.00013789517935512173"
"1639155633","FL","0","15","0","0.0001347117506083509"
"1639156086","FL","0","0","0","0.0001347117506083509"
"1639159247","MI","0","17","0","0.00017805853942278718"
